type,pos,headword,freq_tar,freq_ref,range_tar,range_ref,likelihood,effect
concerned,,,2007,0,601,0,28.671,0.0
comp,,,2005,0,549,0,28.642,0.0
kit,,,2005,0,516,0,28.642,0.0
haram,,,2005,0,440,0,28.642,0.0
wsp,,,2004,0,384,0,28.628,0.0
noah,,,2004,0,413,0,28.628,0.0
eyyy,,,2004,0,545,0,28.628,0.0
wrld,,,2004,0,491,0,28.628,0.0
rod,,,2001,0,325,0,28.585,0.0
liquid,,,2001,0,566,0,28.585,0.0
sarcasm,,,2001,0,599,0,28.585,0.0
hush,,,2001,0,557,0,28.585,0.0
eyy,,,2000,0,548,0,28.571,0.0
realm,,,2000,0,524,0,28.571,0.0
adults,,,2000,0,591,0,28.571,0.0
stops,,,1999,0,625,0,28.556,0.0
switched,,,1999,0,632,0,28.556,0.0
vu,,,1998,0,379,0,28.542,0.0
nare,,,1997,0,618,0,28.528,0.0
selfadvertising,,,1997,0,51,0,28.528,0.0
blocks,,,1997,0,595,0,28.528,0.0
countryn,,,1997,0,552,0,28.528,0.0
pookie,,,1996,0,57,0,28.514,0.0
sayingn,,,1996,0,622,0,28.514,0.0
phil,,,1996,0,437,0,28.514,0.0
hisoka,,,1994,0,385,0,28.485,0.0
dmn,,,1992,0,584,0,28.456,0.0
od,,,1990,0,615,0,28.428,0.0
buff,,,1990,0,533,0,28.428,0.0
ships,,,1989,0,549,0,28.414,0.0
promotion,,,1988,0,564,0,28.399,0.0
result,,,1987,0,592,0,28.385,0.0
coast,,,1986,0,563,0,28.371,0.0
stopping,,,1985,0,620,0,28.356,0.0
thursday,,,1985,0,590,0,28.356,0.0
artists,,,1985,0,568,0,28.356,0.0
easyn,,,1985,0,593,0,28.356,0.0
wishes,,,1984,0,600,0,28.342,0.0
vinny,,,1983,0,97,0,28.328,0.0
zozo,,,1983,0,56,0,28.328,0.0
explode,,,1983,0,582,0,28.328,0.0
progress,,,1982,0,597,0,28.314,0.0
coochie,,,1981,0,390,0,28.299,0.0
moaning,,,1980,0,517,0,28.285,0.0
donny,,,1979,0,82,0,28.271,0.0
bedtime,,,1979,0,586,0,28.271,0.0
dealing,,,1978,0,594,0,28.256,0.0
testn,,,1977,0,578,0,28.242,0.0
bees,,,1976,0,507,0,28.228,0.0
tan,,,1976,0,519,0,28.228,0.0
wap,,,1975,0,353,0,28.214,0.0
prank,,,1975,0,583,0,28.214,0.0
badge,,,1975,0,451,0,28.214,0.0
joseph,,,1974,0,456,0,28.199,0.0
itachi,,,1974,0,436,0,28.199,0.0
leah,,,1974,0,163,0,28.199,0.0
afton,,,1973,0,93,0,28.185,0.0
greet,,,1972,0,532,0,28.171,0.0
languagen,,,1971,0,570,0,28.156,0.0
ree,,,1971,0,516,0,28.156,0.0
praise,,,1971,0,586,0,28.156,0.0
tape,,,1971,0,578,0,28.156,0.0
items,,,1970,0,546,0,28.142,0.0
originally,,,1970,0,591,0,28.142,0.0
sonn,,,1970,0,554,0,28.142,0.0
peachy,,,1969,0,207,0,28.128,0.0
ron,,,1968,0,375,0,28.114,0.0
rocks,,,1966,0,594,0,28.085,0.0
pixel,,,1966,0,462,0,28.085,0.0
milky,,,1966,0,442,0,28.085,0.0
secn,,,1966,0,618,0,28.085,0.0
scaredn,,,1965,0,595,0,28.071,0.0
cum,,,1965,0,330,0,28.071,0.0
despite,,,1965,0,557,0,28.071,0.0
bum,,,1964,0,506,0,28.056,0.0
loose,,,1964,0,617,0,28.056,0.0
mafu,,,1964,0,68,0,28.056,0.0
birthdayn,,,1963,0,564,0,28.042,0.0
unlock,,,1963,0,558,0,28.042,0.0
actions,,,1962,0,590,0,28.028,0.0
aliens,,,1962,0,547,0,28.028,0.0
standard,,,1962,0,593,0,28.028,0.0
concept,,,1961,0,578,0,28.014,0.0
waffle,,,1961,0,485,0,28.014,0.0
suicidal,,,1960,0,549,0,27.999,0.0
lift,,,1960,0,569,0,27.999,0.0
onlyfans,,,1960,0,397,0,27.999,0.0
ndid,,,1960,0,615,0,27.999,0.0
crunchyroll,,,1959,0,524,0,27.985,0.0
mun,,,1959,0,141,0,27.985,0.0
options,,,1958,0,597,0,27.971,0.0
doctors,,,1957,0,563,0,27.956,0.0
sc,,,1957,0,548,0,27.956,0.0
wick,,,1956,0,381,0,27.942,0.0
hilarious,,,1956,0,604,0,27.942,0.0
responding,,,1955,0,619,0,27.928,0.0
usa,,,1955,0,589,0,27.928,0.0
bluen,,,1955,0,569,0,27.928,0.0
foods,,,1953,0,569,0,27.899,0.0
kink,,,1952,0,534,0,27.885,0.0
sev,,,1952,0,77,0,27.885,0.0
carn,,,1952,0,577,0,27.885,0.0
annie,,,1952,0,404,0,27.885,0.0
adan,,,1951,0,72,0,27.871,0.0
chin,,,1950,0,570,0,27.856,0.0
hacking,,,1949,0,557,0,27.842,0.0
chosen,,,1949,0,576,0,27.842,0.0
paradise,,,1948,0,445,0,27.828,0.0
stray,,,1948,0,529,0,27.828,0.0
glitch,,,1947,0,580,0,27.814,0.0
bobby,,,1947,0,405,0,27.814,0.0
tni,,,1946,0,610,0,27.799,0.0
bouta,,,1946,0,570,0,27.799,0.0
nutty,,,1946,0,125,0,27.799,0.0
struggle,,,1945,0,578,0,27.785,0.0
luckily,,,1943,0,583,0,27.756,0.0
pirate,,,1942,0,550,0,27.742,0.0
gotcha,,,1940,0,538,0,27.714,0.0
ashley,,,1940,0,304,0,27.714,0.0
akame,,,1939,0,388,0,27.699,0.0
ariana,,,1939,0,477,0,27.699,0.0
shortn,,,1939,0,547,0,27.699,0.0
singn,,,1939,0,486,0,27.699,0.0
tags,,,1938,0,561,0,27.685,0.0
surely,,,1938,0,571,0,27.685,0.0
wk,,,1938,0,132,0,27.685,0.0
evan,,,1938,0,285,0,27.685,0.0
followed,,,1938,0,586,0,27.685,0.0
upside,,,1937,0,595,0,27.671,0.0
sexually,,,1937,0,507,0,27.671,0.0
browser,,,1935,0,551,0,27.642,0.0
minsn,,,1935,0,584,0,27.642,0.0
strangers,,,1935,0,589,0,27.642,0.0
chili,,,1935,0,441,0,27.642,0.0
thee,,,1934,0,537,0,27.628,0.0
hardest,,,1934,0,610,0,27.628,0.0
shiny,,,1934,0,513,0,27.628,0.0
bend,,,1933,0,551,0,27.614,0.0
typen,,,1933,0,608,0,27.614,0.0
affect,,,1933,0,609,0,27.614,0.0
nlmao,,,1933,0,588,0,27.614,0.0
hay,,,1932,0,591,0,27.599,0.0
pepsi,,,1931,0,541,0,27.585,0.0
issa,,,1931,0,515,0,27.585,0.0
generation,,,1931,0,584,0,27.585,0.0
awn,,,1929,0,550,0,27.556,0.0
agreen,,,1928,0,589,0,27.542,0.0
exposing,,,1928,0,605,0,27.542,0.0
differentn,,,1927,0,559,0,27.528,0.0
minecraftn,,,1927,0,556,0,27.528,0.0
hotter,,,1927,0,602,0,27.528,0.0
judging,,,1926,0,609,0,27.514,0.0
behave,,,1924,0,559,0,27.485,0.0
houses,,,1924,0,603,0,27.485,0.0
tiddies,,,1923,0,416,0,27.471,0.0
completed,,,1923,0,601,0,27.471,0.0
element,,,1923,0,412,0,27.471,0.0
ewww,,,1923,0,583,0,27.471,0.0
communist,,,1923,0,490,0,27.471,0.0
kuki,,,1922,0,57,0,27.456,0.0
wifen,,,1921,0,524,0,27.442,0.0
normie,,,1921,0,518,0,27.442,0.0
roasted,,,1921,0,608,0,27.442,0.0
jumped,,,1921,0,622,0,27.442,0.0
nwhere,,,1921,0,609,0,27.442,0.0
hani,,,1921,0,125,0,27.442,0.0
garden,,,1919,0,570,0,27.414,0.0
eri,,,1918,0,227,0,27.399,0.0
popping,,,1918,0,625,0,27.399,0.0
eevee,,,1917,0,273,0,27.385,0.0
adminn,,,1917,0,515,0,27.385,0.0
nwtf,,,1917,0,603,0,27.385,0.0
seth,,,1917,0,158,0,27.385,0.0
impostor,,,1916,0,311,0,27.371,0.0
femalen,,,1916,0,527,0,27.371,0.0
toxicn,,,1915,0,545,0,27.356,0.0
path,,,1915,0,578,0,27.356,0.0
confess,,,1914,0,560,0,27.342,0.0
worksn,,,1914,0,579,0,27.342,0.0
eni,,,1914,0,582,0,27.342,0.0
nanin,,,1913,0,481,0,27.328,0.0
accepting,,,1913,0,600,0,27.328,0.0
moden,,,1913,0,539,0,27.328,0.0
queue,,,1912,0,553,0,27.314,0.0
fa,,,1912,0,565,0,27.314,0.0
coin,,,1911,0,564,0,27.299,0.0
kissn,,,1910,0,517,0,27.285,0.0
whoops,,,1910,0,574,0,27.285,0.0
phantom,,,1910,0,528,0,27.285,0.0
yalls,,,1910,0,542,0,27.285,0.0
whut,,,1909,0,481,0,27.271,0.0
netherlands,,,1908,0,501,0,27.256,0.0
xo,,,1907,0,258,0,27.242,0.0
meth,,,1906,0,549,0,27.228,0.0
shipped,,,1906,0,509,0,27.228,0.0
freya,,,1906,0,105,0,27.228,0.0
brawl,,,1904,0,447,0,27.199,0.0
nalso,,,1904,0,542,0,27.199,0.0
answering,,,1904,0,636,0,27.199,0.0
hindi,,,1904,0,464,0,27.199,0.0
ji,,,1904,0,431,0,27.199,0.0
feb,,,1904,0,489,0,27.199,0.0
shota,,,1903,0,312,0,27.185,0.0
zeus,,,1903,0,287,0,27.185,0.0
sht,,,1903,0,542,0,27.185,0.0
minty,,,1902,0,181,0,27.171,0.0
geez,,,1901,0,573,0,27.156,0.0
ven,,,1900,0,274,0,27.142,0.0
chaotic,,,1898,0,520,0,27.114,0.0
shhhn,,,1898,0,595,0,27.114,0.0
frost,,,1897,0,364,0,27.099,0.0
onesn,,,1895,0,561,0,27.071,0.0
icecream,,,1895,0,580,0,27.071,0.0
software,,,1894,0,524,0,27.056,0.0
pops,,,1894,0,585,0,27.056,0.0
bothn,,,1893,0,589,0,27.042,0.0
creep,,,1893,0,599,0,27.042,0.0
verification,,,1891,0,463,0,27.014,0.0
portuguese,,,1891,0,496,0,27.014,0.0
mickey,,,1891,0,419,0,27.014,0.0
grave,,,1890,0,601,0,26.999,0.0
helicopter,,,1890,0,537,0,26.999,0.0
wsg,,,1889,0,229,0,26.985,0.0
spice,,,1889,0,546,0,26.985,0.0
bey,,,1889,0,320,0,26.985,0.0
tension,,,1888,0,305,0,26.971,0.0
plug,,,1887,0,584,0,26.956,0.0
modding,,,1887,0,454,0,26.956,0.0
pot,,,1887,0,579,0,26.956,0.0
welcomed,,,1887,0,553,0,26.956,0.0
bana,,,1886,0,133,0,26.942,0.0
mmmn,,,1886,0,548,0,26.942,0.0
necessary,,,1886,0,586,0,26.942,0.0
prize,,,1885,0,492,0,26.928,0.0
cryingn,,,1884,0,573,0,26.914,0.0
daisy,,,1884,0,293,0,26.914,0.0
dipped,,,1883,0,560,0,26.899,0.0
honor,,,1883,0,573,0,26.899,0.0
stu,,,1883,0,183,0,26.899,0.0
bor,,,1882,0,242,0,26.885,0.0
pengu,,,1882,0,157,0,26.885,0.0
owe,,,1882,0,581,0,26.885,0.0
eps,,,1881,0,493,0,26.871,0.0
kakashi,,,1881,0,411,0,26.871,0.0
shoulder,,,1881,0,571,0,26.871,0.0
latin,,,1880,0,539,0,26.856,0.0
yis,,,1880,0,394,0,26.856,0.0
listens,,,1880,0,615,0,26.856,0.0
crit,,,1880,0,193,0,26.856,0.0
lolin,,,1879,0,402,0,26.842,0.0
uhmn,,,1879,0,584,0,26.842,0.0
ceo,,,1879,0,449,0,26.842,0.0
mura,,,1879,0,58,0,26.842,0.0
bothered,,,1879,0,606,0,26.842,0.0
starbucks,,,1878,0,537,0,26.828,0.0
plain,,,1878,0,608,0,26.828,0.0
daten,,,1878,0,499,0,26.828,0.0
wallet,,,1877,0,557,0,26.814,0.0
oopsn,,,1876,0,606,0,26.799,0.0
officer,,,1875,0,540,0,26.785,0.0
seee,,,1874,0,582,0,26.771,0.0
med,,,1873,0,526,0,26.756,0.0
followers,,,1871,0,561,0,26.728,0.0
senko,,,1871,0,292,0,26.728,0.0
snowy,,,1871,0,271,0,26.728,0.0
fastest,,,1870,0,582,0,26.714,0.0
review,,,1870,0,538,0,26.714,0.0
youngest,,,1870,0,593,0,26.714,0.0
lucy,,,1869,0,345,0,26.699,0.0
capital,,,1868,0,580,0,26.685,0.0
stg,,,1868,0,546,0,26.685,0.0
menand,,,1868,0,608,0,26.685,0.0
laughs,,,1867,0,594,0,26.671,0.0
sentences,,,1867,0,593,0,26.671,0.0
marie,,,1866,0,243,0,26.656,0.0
sed,,,1865,0,487,0,26.642,0.0
meadow,,,1864,0,63,0,26.628,0.0
violets,,,1863,0,458,0,26.614,0.0
muscles,,,1862,0,566,0,26.599,0.0
updates,,,1862,0,543,0,26.599,0.0
winged,,,1861,0,113,0,26.585,0.0
fae,,,1860,0,99,0,26.571,0.0
bullies,,,1860,0,594,0,26.571,0.0
weapons,,,1860,0,544,0,26.571,0.0
nur,,,1860,0,566,0,26.571,0.0
awesomen,,,1859,0,541,0,26.556,0.0
jeans,,,1859,0,522,0,26.556,0.0
supreme,,,1858,0,542,0,26.542,0.0
whatni,,,1856,0,585,0,26.514,0.0
vroom,,,1856,0,472,0,26.514,0.0
sue,,,1856,0,486,0,26.514,0.0
shitn,,,1856,0,521,0,26.514,0.0
survival,,,1854,0,565,0,26.485,0.0
rite,,,1854,0,520,0,26.485,0.0
jacob,,,1853,0,388,0,26.471,0.0
loop,,,1853,0,625,0,26.471,0.0
reminded,,,1853,0,586,0,26.471,0.0
noobs,,,1853,0,531,0,26.471,0.0
ceiling,,,1852,0,593,0,26.456,0.0
funeral,,,1852,0,583,0,26.456,0.0
bcuz,,,1851,0,477,0,26.442,0.0
planned,,,1850,0,591,0,26.428,0.0
tsuki,,,1849,0,209,0,26.414,0.0
lurker,,,1848,0,486,0,26.399,0.0
flo,,,1848,0,165,0,26.399,0.0
tattoo,,,1847,0,469,0,26.385,0.0
wc,,,1847,0,291,0,26.385,0.0
knees,,,1847,0,562,0,26.385,0.0
drawn,,,1847,0,583,0,26.385,0.0
garbage,,,1846,0,580,0,26.371,0.0
wai,,,1846,0,537,0,26.371,0.0
nighty,,,1846,0,452,0,26.371,0.0
arrested,,,1846,0,577,0,26.371,0.0
chann,,,1846,0,456,0,26.371,0.0
spawn,,,1846,0,489,0,26.371,0.0
nation,,,1845,0,551,0,26.356,0.0
nomg,,,1845,0,553,0,26.356,0.0
wink,,,1845,0,528,0,26.356,0.0
becausen,,,1845,0,585,0,26.356,0.0
garlic,,,1845,0,481,0,26.356,0.0
gasp,,,1844,0,526,0,26.342,0.0
danganronpa,,,1842,0,448,0,26.314,0.0
ranch,,,1841,0,487,0,26.299,0.0
subway,,,1840,0,547,0,26.285,0.0
bon,,,1840,0,515,0,26.285,0.0
membersn,,,1839,0,522,0,26.271,0.0
tested,,,1838,0,583,0,26.256,0.0
brainn,,,1837,0,565,0,26.242,0.0
explains,,,1836,0,624,0,26.228,0.0
dungeon,,,1836,0,512,0,26.228,0.0
task,,,1835,0,568,0,26.214,0.0
session,,,1834,0,589,0,26.199,0.0
farn,,,1834,0,588,0,26.199,0.0
faq,,,1834,0,231,0,26.199,0.0
maps,,,1833,0,525,0,26.185,0.0
worthy,,,1833,0,594,0,26.185,0.0
norway,,,1833,0,421,0,26.185,0.0
population,,,1832,0,567,0,26.171,0.0
dk,,,1832,0,592,0,26.171,0.0
hardly,,,1832,0,583,0,26.171,0.0
taylor,,,1831,0,400,0,26.156,0.0
skyrim,,,1831,0,462,0,26.156,0.0
explaining,,,1831,0,592,0,26.156,0.0
spelt,,,1830,0,619,0,26.142,0.0
charlie,,,1830,0,484,0,26.142,0.0
xav,,,1830,0,52,0,26.142,0.0
ge,,,1830,0,597,0,26.142,0.0
kfc,,,1829,0,559,0,26.128,0.0
david,,,1829,0,497,0,26.128,0.0
twins,,,1828,0,595,0,26.114,0.0
pigeon,,,1828,0,351,0,26.114,0.0
sausage,,,1828,0,563,0,26.114,0.0
taxes,,,1827,0,549,0,26.099,0.0
icey,,,1826,0,106,0,26.085,0.0
mutes,,,1826,0,541,0,26.085,0.0
boysn,,,1826,0,554,0,26.085,0.0
bff,,,1825,0,506,0,26.071,0.0
mg,,,1825,0,580,0,26.071,0.0
pins,,,1824,0,537,0,26.056,0.0
nthey,,,1824,0,591,0,26.056,0.0
por,,,1824,0,539,0,26.056,0.0
fu,,,1824,0,596,0,26.056,0.0
aroundn,,,1823,0,572,0,26.042,0.0
lunar,,,1823,0,289,0,26.042,0.0
doop,,,1822,0,61,0,26.028,0.0
remembers,,,1822,0,586,0,26.028,0.0
exodus,,,1822,0,121,0,26.028,0.0
forgotn,,,1821,0,603,0,26.014,0.0
minors,,,1819,0,477,0,25.985,0.0
ora,,,1819,0,389,0,25.985,0.0
sooon,,,1818,0,580,0,25.971,0.0
sha,,,1818,0,233,0,25.971,0.0
couch,,,1817,0,576,0,25.956,0.0
fuckin,,,1816,0,480,0,25.942,0.0
cows,,,1815,0,559,0,25.928,0.0
ang,,,1815,0,366,0,25.928,0.0
rico,,,1814,0,256,0,25.914,0.0
niceee,,,1814,0,573,0,25.914,0.0
hook,,,1814,0,591,0,25.914,0.0
paimon,,,1813,0,211,0,25.899,0.0
km,,,1813,0,550,0,25.899,0.0
royale,,,1813,0,532,0,25.899,0.0
riding,,,1812,0,570,0,25.885,0.0
raiding,,,1811,0,552,0,25.871,0.0
nail,,,1811,0,571,0,25.871,0.0
thus,,,1811,0,600,0,25.871,0.0
clip,,,1810,0,586,0,25.856,0.0
mistaken,,,1810,0,610,0,25.856,0.0
gnome,,,1809,0,344,0,25.842,0.0
flow,,,1808,0,598,0,25.828,0.0
devs,,,1807,0,401,0,25.814,0.0
insomnia,,,1807,0,541,0,25.814,0.0
gate,,,1807,0,529,0,25.814,0.0
soviet,,,1807,0,491,0,25.814,0.0
fork,,,1806,0,569,0,25.799,0.0
sheesh,,,1806,0,505,0,25.799,0.0
kiyo,,,1805,0,72,0,25.785,0.0
curly,,,1803,0,496,0,25.756,0.0
kuro,,,1803,0,239,0,25.756,0.0
deno,,,1803,0,56,0,25.756,0.0
gnight,,,1801,0,392,0,25.728,0.0
actor,,,1801,0,583,0,25.728,0.0
ndamn,,,1800,0,603,0,25.714,0.0
texted,,,1800,0,610,0,25.714,0.0
haircut,,,1799,0,575,0,25.699,0.0
tummy,,,1797,0,525,0,25.671,0.0
sock,,,1796,0,511,0,25.656,0.0
partners,,,1796,0,526,0,25.656,0.0
fits,,,1796,0,588,0,25.656,0.0
happenn,,,1795,0,576,0,25.642,0.0
hourn,,,1795,0,574,0,25.642,0.0
cheeto,,,1793,0,338,0,25.614,0.0
cb,,,1793,0,224,0,25.614,0.0
thas,,,1793,0,529,0,25.614,0.0
hex,,,1793,0,385,0,25.614,0.0
muten,,,1793,0,536,0,25.614,0.0
ancient,,,1792,0,563,0,25.599,0.0
extreme,,,1791,0,563,0,25.585,0.0
sims,,,1791,0,466,0,25.585,0.0
nuts,,,1791,0,573,0,25.585,0.0
dayum,,,1791,0,538,0,25.585,0.0
scientist,,,1790,0,385,0,25.571,0.0
handsn,,,1789,0,545,0,25.557,0.0
throws,,,1788,0,547,0,25.542,0.0
thay,,,1788,0,602,0,25.542,0.0
gained,,,1787,0,582,0,25.528,0.0
borrow,,,1787,0,592,0,25.528,0.0
mei,,,1786,0,360,0,25.514,0.0
videon,,,1786,0,553,0,25.514,0.0
development,,,1786,0,530,0,25.514,0.0
coffeen,,,1786,0,496,0,25.514,0.0
unfair,,,1785,0,595,0,25.499,0.0
dood,,,1785,0,500,0,25.499,0.0
croissant,,,1785,0,373,0,25.499,0.0
responded,,,1784,0,600,0,25.485,0.0
semi,,,1784,0,578,0,25.485,0.0
headset,,,1784,0,562,0,25.485,0.0
moose,,,1783,0,266,0,25.471,0.0
medium,,,1783,0,567,0,25.471,0.0
dakota,,,1782,0,135,0,25.457,0.0
skirt,,,1780,0,494,0,25.428,0.0
dick,,,1780,0,400,0,25.428,0.0
awaken,,,1779,0,590,0,25.414,0.0
meown,,,1779,0,452,0,25.414,0.0
directly,,,1778,0,574,0,25.399,0.0
chop,,,1778,0,559,0,25.399,0.0
ducky,,,1775,0,340,0,25.357,0.0
blah,,,1774,0,442,0,25.342,0.0
whatd,,,1774,0,551,0,25.342,0.0
buttons,,,1773,0,404,0,25.328,0.0
poem,,,1773,0,527,0,25.328,0.0
forcing,,,1772,0,599,0,25.314,0.0
gangsta,,,1772,0,419,0,25.314,0.0
sexuality,,,1771,0,555,0,25.299,0.0
peak,,,1771,0,571,0,25.299,0.0
wakey,,,1770,0,261,0,25.285,0.0
oven,,,1770,0,541,0,25.285,0.0
ayee,,,1770,0,500,0,25.285,0.0
idle,,,1770,0,382,0,25.285,0.0
improve,,,1768,0,569,0,25.257,0.0
plzn,,,1768,0,527,0,25.257,0.0
loads,,,1768,0,588,0,25.257,0.0
nsfwn,,,1767,0,515,0,25.242,0.0
dosent,,,1766,0,529,0,25.228,0.0
steps,,,1766,0,550,0,25.228,0.0
discovered,,,1766,0,560,0,25.228,0.0
ilym,,,1765,0,381,0,25.214,0.0
nthere,,,1765,0,572,0,25.214,0.0
fed,,,1764,0,589,0,25.199,0.0
aryan,,,1763,0,125,0,25.185,0.0
breed,,,1763,0,596,0,25.185,0.0
crazyn,,,1763,0,578,0,25.185,0.0
npat,,,1763,0,182,0,25.185,0.0
details,,,1762,0,578,0,25.171,0.0
anonymous,,,1762,0,361,0,25.171,0.0
aria,,,1761,0,162,0,25.157,0.0
vv,,,1760,0,370,0,25.142,0.0
jokingn,,,1760,0,596,0,25.142,0.0
blaze,,,1760,0,268,0,25.142,0.0
hs,,,1760,0,545,0,25.142,0.0
gameplay,,,1759,0,499,0,25.128,0.0
central,,,1759,0,535,0,25.128,0.0
career,,,1759,0,579,0,25.128,0.0
venting,,,1759,0,437,0,25.128,0.0
rolled,,,1758,0,568,0,25.114,0.0
jacket,,,1757,0,557,0,25.099,0.0
peaceful,,,1757,0,580,0,25.099,0.0
grape,,,1756,0,470,0,25.085,0.0
wrist,,,1756,0,563,0,25.085,0.0
sif,,,1756,0,55,0,25.085,0.0
desktop,,,1755,0,513,0,25.071,0.0
applying,,,1755,0,513,0,25.071,0.0
mates,,,1754,0,555,0,25.057,0.0
neighbor,,,1754,0,574,0,25.057,0.0
rea,,,1754,0,248,0,25.057,0.0
fever,,,1754,0,524,0,25.057,0.0
profilen,,,1753,0,471,0,25.042,0.0
individual,,,1752,0,517,0,25.028,0.0
chem,,,1752,0,476,0,25.028,0.0
mattern,,,1752,0,550,0,25.028,0.0
thanksgiving,,,1751,0,302,0,25.014,0.0
mortal,,,1751,0,533,0,25.014,0.0
leaked,,,1751,0,540,0,25.014,0.0
murr,,,1750,0,68,0,24.999,0.0
undertale,,,1750,0,441,0,24.999,0.0
holidays,,,1749,0,523,0,24.985,0.0
lonelyn,,,1747,0,538,0,24.957,0.0
colorn,,,1747,0,549,0,24.957,0.0
trend,,,1747,0,576,0,24.957,0.0
sight,,,1746,0,597,0,24.942,0.0
chas,,,1746,0,54,0,24.942,0.0
mais,,,1745,0,251,0,24.928,0.0
boots,,,1745,0,540,0,24.928,0.0
stabbed,,,1745,0,578,0,24.928,0.0
recommended,,,1742,0,578,0,24.885,0.0
seemed,,,1741,0,587,0,24.871,0.0
agent,,,1741,0,491,0,24.871,0.0
bleh,,,1740,0,430,0,24.857,0.0
solution,,,1740,0,580,0,24.857,0.0
fuckn,,,1739,0,475,0,24.842,0.0
deaf,,,1738,0,594,0,24.828,0.0
peter,,,1738,0,509,0,24.828,0.0
client,,,1737,0,448,0,24.814,0.0
getn,,,1736,0,601,0,24.799,0.0
ndon,,,1735,0,576,0,24.785,0.0
ecchi,,,1735,0,359,0,24.785,0.0
doors,,,1734,0,543,0,24.771,0.0
snakes,,,1732,0,525,0,24.742,0.0
fur,,,1732,0,554,0,24.742,0.0
abused,,,1732,0,573,0,24.742,0.0
creating,,,1731,0,577,0,24.728,0.0
baked,,,1731,0,523,0,24.728,0.0
theyll,,,1729,0,583,0,24.699,0.0
holes,,,1729,0,563,0,24.699,0.0
economy,,,1729,0,498,0,24.699,0.0
expert,,,1729,0,526,0,24.699,0.0
timer,,,1728,0,525,0,24.685,0.0
dong,,,1728,0,509,0,24.685,0.0
blob,,,1728,0,355,0,24.685,0.0
factions,,,1728,0,157,0,24.685,0.0
hruu,,,1727,0,409,0,24.671,0.0
fishing,,,1727,0,536,0,24.671,0.0
finals,,,1727,0,446,0,24.671,0.0
ini,,,1726,0,570,0,24.657,0.0
algebra,,,1726,0,512,0,24.657,0.0
relaxing,,,1725,0,563,0,24.642,0.0
generaln,,,1725,0,513,0,24.642,0.0
elliot,,,1725,0,124,0,24.642,0.0
piss,,,1725,0,521,0,24.642,0.0
convince,,,1725,0,575,0,24.642,0.0
confuse,,,1724,0,597,0,24.628,0.0
retired,,,1723,0,428,0,24.614,0.0
spin,,,1722,0,549,0,24.599,0.0
uglyn,,,1722,0,520,0,24.599,0.0
messaged,,,1721,0,609,0,24.585,0.0
finishing,,,1721,0,586,0,24.585,0.0
closest,,,1720,0,561,0,24.571,0.0
jan,,,1720,0,543,0,24.571,0.0
tasted,,,1720,0,568,0,24.571,0.0
neli,,,1719,0,55,0,24.557,0.0
ember,,,1719,0,108,0,24.557,0.0
learnt,,,1717,0,582,0,24.528,0.0
memesn,,,1716,0,548,0,24.514,0.0
rolling,,,1716,0,592,0,24.514,0.0
wallpaper,,,1715,0,547,0,24.499,0.0
lettuce,,,1715,0,497,0,24.499,0.0
peen,,,1715,0,468,0,24.499,0.0
amd,,,1714,0,572,0,24.485,0.0
sticky,,,1714,0,551,0,24.485,0.0
bake,,,1713,0,530,0,24.471,0.0
bears,,,1713,0,548,0,24.471,0.0
hy,,,1712,0,575,0,24.457,0.0
kingn,,,1712,0,489,0,24.457,0.0
yoshikage,,,1711,0,245,0,24.442,0.0
binge,,,1711,0,534,0,24.442,0.0
infront,,,1710,0,590,0,24.428,0.0
hh,,,1710,0,562,0,24.428,0.0
signs,,,1710,0,587,0,24.428,0.0
waifun,,,1710,0,430,0,24.428,0.0
ruining,,,1710,0,621,0,24.428,0.0
fb,,,1709,0,379,0,24.414,0.0
hihin,,,1708,0,485,0,24.399,0.0
tab,,,1708,0,597,0,24.399,0.0
constant,,,1707,0,555,0,24.385,0.0
lime,,,1707,0,474,0,24.385,0.0
nickn,,,1706,0,374,0,24.371,0.0
forgotten,,,1705,0,581,0,24.357,0.0
fruits,,,1705,0,518,0,24.357,0.0
ia,,,1705,0,560,0,24.357,0.0
wuv,,,1704,0,417,0,24.342,0.0
mitch,,,1704,0,88,0,24.342,0.0
cinnamon,,,1704,0,503,0,24.342,0.0
forces,,,1704,0,574,0,24.342,0.0
aids,,,1704,0,546,0,24.342,0.0
neverland,,,1703,0,453,0,24.328,0.0
donuts,,,1703,0,525,0,24.328,0.0
burgers,,,1702,0,549,0,24.314,0.0
gts,,,1702,0,373,0,24.314,0.0
subscribe,,,1702,0,465,0,24.314,0.0
bein,,,1700,0,566,0,24.285,0.0
okien,,,1700,0,495,0,24.285,0.0
nonits,,,1700,0,591,0,24.285,0.0
vape,,,1700,0,510,0,24.285,0.0
function,,,1699,0,560,0,24.271,0.0
arts,,,1699,0,555,0,24.271,0.0
snitch,,,1698,0,549,0,24.257,0.0
rosey,,,1698,0,122,0,24.257,0.0
factsn,,,1697,0,510,0,24.242,0.0
sleepyn,,,1697,0,511,0,24.242,0.0
hurtn,,,1697,0,563,0,24.242,0.0
bonito,,,1696,0,79,0,24.228,0.0
washing,,,1696,0,563,0,24.228,0.0
nonyou,,,1696,0,556,0,24.228,0.0
luckn,,,1696,0,564,0,24.228,0.0
donator,,,1696,0,342,0,24.228,0.0
spray,,,1695,0,513,0,24.214,0.0
amen,,,1694,0,533,0,24.199,0.0
